actual_ramp_deviation,algorithm,condition,epsilon_sum,evaluation_seed,evaluations,event_id,event_type,exceedance_probability_any,execution_days,expected_forced_spill_1e8m3,f1,f2,f3,factor,hard_physical_violation,interpretation,lookahead_days,max_control_q_m3s,max_q_safe_ratio,minimum_safety_margin_m3s,n_random_scenarios,operational_deviation,optimizer_seed,peak_reduction_pct,physical_violation,plan_constraint_violation,planning_all_feasible,probability_ci_high,probability_ci_low,profile,publication_ready,run_id,scenario_seed,seconds,seed_index,stage,strategy,tail_peak_ratio_cvar95,variant,water_curtailment
0.0,MOABC,matched,0.04999999999999999,574942562,88000,P02,cluster,0.0,22,7.965351333392692,0.0,12.820626150434656,0.014749515420685233,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,53257.396921332765,0.9392838963198019,3442.6030786672345,512,0.1170611756460482,3887991230,-27.747456997232334,0.1170611756460482,0.0,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_full_MOABC_s00,2687735713,684.17029369995,0,ablation,full_method,0.7403194579049891,full,0.1170611756460482
1.774623808337421e-17,MOABC,matched,0.050000000000000024,1568371521,88000,P02,cluster,0.0,22,6.486933608256438,0.0,10.961458289898282,0.013753106269306325,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,54748.21363075674,0.965576959978073,1951.7863692432584,512,0.09676626799651954,1699465598,-21.481959318475933,0.09676626799651954,1.774623808337421e-17,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_full_MOABC_s01,3310636222,684.8126241997816,1,ablation,full_method,0.694782324233005,full,0.09676626799651954
0.005922106382502463,MOABC,matched,0.05000000000000002,1109274671,88000,P02,cluster,0.0,22,6.780617308396035,0.0,11.168091304559823,0.01598911128924418,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,55988.18961943639,0.9874460250341515,711.8103805636129,512,0.1254214883343057,2339750876,-14.235644485786922,0.1254214883343057,0.0,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_full_MOABC_s02,2428614473,671.7257097996771,2,ablation,full_method,0.7707376352752615,full,0.1254214883343057
0.0,MOABC,matched,0.05000000000000001,397350824,88000,P02,cluster,0.0,22,5.8540952925464875,0.0,10.880059849450554,0.014824562501661025,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,49336.272497348786,0.8701282627398375,7363.727502651214,512,0.11270206369974035,2068408997,-17.631610496342226,0.11270206369974035,0.0,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_full_MOABC_s03,743548165,676.4315822999924,3,ablation,full_method,0.6747224017353609,full,0.11270206369974035
0.0017034874188220977,MOABC,matched,0.04999999999999999,2727349570,88000,P02,cluster,0.0,22,10.065644582853974,0.0,13.108397438973814,0.013757548519003118,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,54822.52379832158,0.9668875449439431,1877.4762016784225,512,0.14206508484944586,4102810800,-31.93012886576685,0.14206508484944586,0.0,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_full_MOABC_s04,2506987846,721.456243999768,4,ablation,full_method,0.8300525375973369,full,0.14206508484944586
0.0,MOABC,matched,0.04999999999999998,574942562,88000,P02,cluster,0.0,22,9.536366391244774,0.0,13.00192079306152,0.011917339537215103,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,55482.54591154792,0.9785281465881467,1217.454088452083,512,0.0982661940258746,3887991230,-33.08487755047164,0.0982661940258746,0.0,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_no_adaptive_operator_MOABC_s00,2687735713,695.249639000278,0,ablation,full_method,0.7771398920838734,no_adaptive_operator,0.0982661940258746
0.023888487955995675,MOABC,matched,0.049999999999999996,1568371521,88000,P02,cluster,0.0,22,6.382692060183171,0.0,11.10461329143267,0.01612027124168921,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,54547.39332342075,0.9620351556158863,2152.6066765792493,512,0.13030628782087553,1699465598,-21.03635492724134,0.13030628782087553,0.0,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_no_adaptive_operator_MOABC_s01,3310636222,684.2887761001475,1,ablation,full_method,0.7189112986306808,no_adaptive_operator,0.13030628782087553
1.8690807681317883e-17,MOABC,matched,0.05000000000000002,1109274671,88000,P02,cluster,0.0,22,6.91963602014598,0.0,10.82345382728775,0.015145138451332557,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,53212.8699106986,0.9384985874902751,3487.1300893013977,512,0.11055427348994176,2339750876,-8.57301388928508,0.11055427348994176,1.8690807681317883e-17,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_no_adaptive_operator_MOABC_s02,2428614473,715.6444661999121,2,ablation,full_method,0.7485059650194164,no_adaptive_operator,0.11055427348994176
0.03744801902486194,MOABC,matched,0.05000000000000002,397350824,88000,P02,cluster,0.0,22,5.186471038327717,0.0,11.870331604403571,0.018904354183984774,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,48378.69125077379,0.853239704599185,8321.308749226213,512,0.14103152788655327,2068408997,-15.34846630011692,0.14103152788655327,0.0,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_no_adaptive_operator_MOABC_s03,743548165,663.889365399722,3,ablation,full_method,0.7432393152339589,no_adaptive_operator,0.14103152788655327
0.028069692895106975,MOABC,matched,0.04999999999999999,2727349570,88000,P02,cluster,0.0,22,6.810647885042084,0.0,9.964087663521827,0.012170508598288884,3.25,0.0,held_out_replay_of_fixed_executed_schedule,7,46777.415125775406,0.8249985031000954,9922.584874224594,512,0.15414966103611544,4102810800,-12.569615150405756,0.15414966103611544,0.0,True,0.007178950026259454,0.0,screening,False,P02_matched_full_method_no_adaptive_operator_MOABC_s04,2506987846,672.0003177002072,4,ablation,full_method,0.60936249762853,no_adaptive_operator,0.15414966103611544
